vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1792549086,Alberta,2021A000248,Women+,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,10.3.2.18.4,85.1
v1792549093,Alberta,2021A000248,Women+,45 to 64 years,Has at least one chronic condition,10.3.3.1.4,58.4
v1792549100,Alberta,2021A000248,Women+,45 to 64 years,Perceived health - Very good or excellent,10.3.3.2.4,49.5
v1792549107,Alberta,2021A000248,Women+,45 to 64 years,Perceived health - Fair or poor,10.3.3.3.4,14.6
v1792549114,Alberta,2021A000248,Women+,45 to 64 years,Perceived mental health - Very good or excellent,10.3.3.4.4,56.5
v1792549121,Alberta,2021A000248,Women+,45 to 64 years,Perceived mental health - Fair or poor,10.3.3.5.4,14.1
v1792549128,Alberta,2021A000248,Women+,45 to 64 years,Has a regular health care provider,10.3.3.6.4,87.8
v1792549135,Alberta,2021A000248,Women+,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.3.3.7.4,83.2
v1792549142,Alberta,2021A000248,Women+,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,10.3.3.8.4,74.9
v1792549149,Alberta,2021A000248,Women+,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,10.3.3.9.4,7.8
v1792549156,Alberta,2021A000248,Women+,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.3.3.10.4,41.0
v1792549163,Alberta,2021A000248,Women+,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,10.3.3.11.4,39.9
v1792549170,Alberta,2021A000248,Women+,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,10.3.3.12.4,33.5
v1792549177,Alberta,2021A000248,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.3.3.13.4,51.8
v1792549184,Alberta,2021A000248,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,10.3.3.14.4,20.3
v1792549191,Alberta,2021A000248,Women+,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,10.3.3.15.4,9.7
v1792549198,Alberta,2021A000248,Women+,45 to 64 years,Had unmet health care needs in the past 12 months,10.3.3.16.4,20.7
v1792549205,Alberta,2021A000248,Women+,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.3.3.17.4,14.2
v1792549212,Alberta,2021A000248,Women+,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,10.3.3.18.4,88.0
v1792549219,Alberta,2021A000248,Women+,65 years and over,Has at least one chronic condition,10.3.4.1.4,80.9
v1792549226,Alberta,2021A000248,Women+,65 years and over,Perceived health - Very good or excellent,10.3.4.2.4,40.6
v1792549233,Alberta,2021A000248,Women+,65 years and over,Perceived health - Fair or poor,10.3.4.3.4,22.6
v1792549240,Alberta,2021A000248,Women+,65 years and over,Perceived mental health - Very good or excellent,10.3.4.4.4,61.0
v1792549247,Alberta,2021A000248,Women+,65 years and over,Perceived mental health - Fair or poor,10.3.4.5.4,11.3
v1792549254,Alberta,2021A000248,Women+,65 years and over,Has a regular health care provider,10.3.4.6.4,94.1
v1792549261,Alberta,2021A000248,Women+,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,10.3.4.7.4,86.8
v1792549268,Alberta,2021A000248,Women+,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,10.3.4.8.4,81.5
v1792549275,Alberta,2021A000248,Women+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,10.3.4.9.4,7.3
v1792549282,Alberta,2021A000248,Women+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,10.3.4.10.4,25.4
v1792549289,Alberta,2021A000248,Women+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,10.3.4.11.4,42.6
v1792549296,Alberta,2021A000248,Women+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,10.3.4.12.4,23.1
v1792549303,Alberta,2021A000248,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,10.3.4.13.4,61.8
v1792549310,Alberta,2021A000248,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,10.3.4.14.4,12.4
v1792549317,Alberta,2021A000248,Women+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,10.3.4.15.4,4.9
v1792549324,Alberta,2021A000248,Women+,65 years and over,Had unmet health care needs in the past 12 months,10.3.4.16.4,15.9
v1792549331,Alberta,2021A000248,Women+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",10.3.4.17.4,10.5
v1792549338,Alberta,2021A000248,Women+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,10.3.4.18.4,91.1
v1792549345,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Has at least one chronic condition,11.1.1.1.4,51.0
v1792549352,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Perceived health - Very good or excellent,11.1.1.2.4,52.5
v1792549359,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Perceived health - Fair or poor,11.1.1.3.4,14.9
v1792549366,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Perceived mental health - Very good or excellent,11.1.1.4.4,51.1
v1792549373,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Perceived mental health - Fair or poor,11.1.1.5.4,17.4
v1792549380,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Has a regular health care provider,11.1.1.6.4,80.2
v1792549387,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,11.1.1.7.4,78.8
v1792549394,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,11.1.1.8.4,68.4
v1792549401,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,11.1.1.9.4,11.4
v1792549408,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,11.1.1.10.4,44.6
v1792549415,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,11.1.1.11.4,31.9
v1792549422,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,11.1.1.12.4,33.8
v1792549429,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,11.1.1.13.4,49.9
v1792549436,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,11.1.1.14.4,21.6
v1792549443,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,11.1.1.15.4,7.8
v1792549450,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Had unmet health care needs in the past 12 months,11.1.1.16.4,25.6
v1792549457,British Columbia,2021A000259,Both genders,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",11.1.1.17.4,14.3
v1792549464,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,11.1.1.18.4,73.5
v1792549471,British Columbia,2021A000259,Both genders,18 to 44 years,Has at least one chronic condition,11.1.2.1.4,36.5
v1792549478,British Columbia,2021A000259,Both genders,18 to 44 years,Perceived health - Very good or excellent,11.1.2.2.4,61.1
v1792549485,British Columbia,2021A000259,Both genders,18 to 44 years,Perceived health - Fair or poor,11.1.2.3.4,9.4
v1792549492,British Columbia,2021A000259,Both genders,18 to 44 years,Perceived mental health - Very good or excellent,11.1.2.4.4,46.4
v1792549499,British Columbia,2021A000259,Both genders,18 to 44 years,Perceived mental health - Fair or poor,11.1.2.5.4,22.3
v1792549506,British Columbia,2021A000259,Both genders,18 to 44 years,Has a regular health care provider,11.1.2.6.4,74.2
v1792549513,British Columbia,2021A000259,Both genders,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,11.1.2.7.4,74.6
v1792549520,British Columbia,2021A000259,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,11.1.2.8.4,65.3
v1792549527,British Columbia,2021A000259,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,11.1.2.9.4,14.2
v1792549534,British Columbia,2021A000259,Both genders,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,11.1.2.10.4,50.2
v1792549541,British Columbia,2021A000259,Both genders,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,11.1.2.11.4,27.5
v1792549548,British Columbia,2021A000259,Both genders,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,11.1.2.12.4,34.7
v1792549555,British Columbia,2021A000259,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,11.1.2.13.4,38.6
v1792549562,British Columbia,2021A000259,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,11.1.2.14.4,30.9
v1792549569,British Columbia,2021A000259,Both genders,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,11.1.2.15.4,9.9
v1792549576,British Columbia,2021A000259,Both genders,18 to 44 years,Had unmet health care needs in the past 12 months,11.1.2.16.4,30.8
v1792549583,British Columbia,2021A000259,Both genders,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",11.1.2.17.4,18.8
v1792549590,British Columbia,2021A000259,Both genders,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,11.1.2.18.4,78.5
v1792549597,British Columbia,2021A000259,Both genders,45 to 64 years,Has at least one chronic condition,11.1.3.1.4,52.4
v1792549604,British Columbia,2021A000259,Both genders,45 to 64 years,Perceived health - Very good or excellent,11.1.3.2.4,49.9
v1792549611,British Columbia,2021A000259,Both genders,45 to 64 years,Perceived health - Fair or poor,11.1.3.3.4,16.1
v1792549618,British Columbia,2021A000259,Both genders,45 to 64 years,Perceived mental health - Very good or excellent,11.1.3.4.4,53.1
v1792549625,British Columbia,2021A000259,Both genders,45 to 64 years,Perceived mental health - Fair or poor,11.1.3.5.4,14.3
v1792549632,British Columbia,2021A000259,Both genders,45 to 64 years,Has a regular health care provider,11.1.3.6.4,81.8
v1792549639,British Columbia,2021A000259,Both genders,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,11.1.3.7.4,78.8
v1792549646,British Columbia,2021A000259,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,11.1.3.8.4,67.2
v1792549653,British Columbia,2021A000259,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,11.1.3.9.4,11.0
v1792549660,British Columbia,2021A000259,Both genders,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,11.1.3.10.4,45.3
v1792549667,British Columbia,2021A000259,Both genders,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,11.1.3.11.4,32.3
v1792549674,British Columbia,2021A000259,Both genders,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,11.1.3.12.4,36.2
v1792549681,British Columbia,2021A000259,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,11.1.3.13.4,50.1
v1792549688,British Columbia,2021A000259,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,11.1.3.14.4,18.7
v1792549695,British Columbia,2021A000259,Both genders,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,11.1.3.15.4,7.2
v1792549702,British Columbia,2021A000259,Both genders,45 to 64 years,Had unmet health care needs in the past 12 months,11.1.3.16.4,24.9
v1792549709,British Columbia,2021A000259,Both genders,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",11.1.3.17.4,13.3
v1792549716,British Columbia,2021A000259,Both genders,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,11.1.3.18.4,75.0
v1792549723,British Columbia,2021A000259,Both genders,65 years and over,Has at least one chronic condition,11.1.4.1.4,78.2
v1792549730,British Columbia,2021A000259,Both genders,65 years and over,Perceived health - Very good or excellent,11.1.4.2.4,38.3
v1792549737,British Columbia,2021A000259,Both genders,65 years and over,Perceived health - Fair or poor,11.1.4.3.4,24.4
v1792549744,British Columbia,2021A000259,Both genders,65 years and over,Perceived mental health - Very good or excellent,11.1.4.4.4,58.2
v1792549751,British Columbia,2021A000259,Both genders,65 years and over,Perceived mental health - Fair or poor,11.1.4.5.4,11.4
v1792549758,British Columbia,2021A000259,Both genders,65 years and over,Has a regular health care provider,11.1.4.6.4,90.6
